Date,jedi_return,bench_return,raw_position,position,strategy_return,equity,bench_equity,drawdown,bench_drawdown
2025-08-27,0.0037077156394846335,-0.003707227365297995,0.4640374710567253,0.4640374710567253,0.0017205189887439184,1.0355193394487834,1.37402331606522,0.0,-0.003707227365298085
2025-08-28,-0.00415757695623504,0.004606911088935177,0.4801931821041583,0.4801931821041583,-0.0019964401084574244,1.0334519871064245,1.380353319316456,-0.001996440108457421,0.0
2025-08-29,-0.0029766930681867847,-0.008731036396666855,0.5104842443627453,0.5104842443627453,-0.0015195549116131526,1.0318816000635005,1.3683014042452442,-0.0035129613196980877,-0.008731036396666903
2025-09-02,0.001009275667347917,0.00040318045906319333,0.5241535510127739,0.5241535510127739,0.0005290154249911978,1.0324274813466987,1.3688530766335445,-0.002985804305432385,-0.008331376120866266
2025-09-03,-0.010849437567943912,-0.007889972852964756,0.5672740237442271,0.5672740237442271,-0.006154604104529325,1.0260732989323735,1.3580528630192086,-0.009122031966528084,-0.016155614642409524
2025-09-04,-0.0012900413687543602,0.007990723273837428,0.5371044234645453,0.5371044234645453,-0.0006928869256102235,1.0253623461588255,1.3689046876388378,-0.009808598355453753,-0.008293986414498312
2025-09-05,0.0014823473053662813,-0.0019665051456857646,0.49326425201985336,0.49326425201985336,0.0007311889348151439,1.026112079760513,1.3662127295266426,-0.009084581359222087,-0.010244181393221715
2025-09-08,-0.006462722540545658,-0.002425587124681865,0.596770181654942,0.596770181654942,-0.003856760104506921,1.02215461162854,1.3628988615203264,-0.012906304412776596,-0.012644920363413267
2025-09-09,-0.0051427686972764595,-0.007210337037685371,0.6894727708919078,0.6894727708919078,-0.0035457989837673677,1.0185302568453745,1.353071901380487,-0.016406340235472928,-0.019764083263463787
2025-09-10,0.010727278333566874,0.013514684151942404,0.6498245642808052,0.6498245642808052,0.006970848969029015,1.0256302774362298,1.3713582407625127,-0.009549857386359982,-0.006516504454379661
2025-09-11,0.01588711312060475,0.005865148290578543,0.560971737341323,0.560971737341323,0.008912221448603774,1.0347709215931344,1.3794014602040916,-0.0007227463815860085,-0.000689576428762356
2025-09-12,-0.005319561634662201,-0.003254108118040022,0.48117319031152067,0.48117319031152067,-0.0025596304428091793,1.0321222904408909,1.3749127387144051,-0.003280526860754514,-0.0039414405905476005
2025-09-15,-0.002718786458408625,0.011963037530009699,0.6499004422064616,0.6499004422064616,-0.001766940521584705,1.0302985917426801,1.391360871408134,-0.005041670886496731,0.0
2025-09-16,0.0017182792536770952,0.004069838135607857,0.672606803832882,0.672606803832882,0.0011557263169081008,1.0314893349394305,1.3970234849429835,-0.0038917713613133274,0.0
2025-09-17,-0.0014416425988160672,-0.006808995879172605,0.6380792739274216,0.6380792739274216,-0.0009198822627153973,1.0305404861960397,1.3875111577908994,-0.004808073652582877,-0.006808995879172554
2025-09-18,0.0021271511374401616,0.012144188321251762,0.7039375406238607,0.7039375406238607,0.0014973815402248754,1.032083598496524,1.4043613545889502,-0.0033178916330894215,0.0
2025-09-19,0.0012088568633300304,0.00211628362568494,0.426954036487085,0.426954036487085,0.0005161263173338729,1.0326162840033968,1.4073333815282114,-0.002803477766945355,0.0
2025-09-22,0.0009798529248936413,0.004366053937306813,0.426954036487085,0.426954036487085,0.0004183521614470167,1.0330482812577548,1.4134778749797359,-0.0023862984464818587,0.0
2025-09-23,0.0005536623504845617,0.009112100320398537,0.426954036487085,0.426954036487085,0.00023638837539031082,1.0332924818626612,1.426357627177215,-0.0021504741643044102,0.0
2025-09-24,0.005433857426654504,-0.012151619068534021,0.426954036487085,0.426954036487085,0.002320007362005465,1.0356897280276876,1.4090250726362594,0.0,-0.012151619068533964
2025-09-25,-0.01079394301184827,-0.002753306158812792,0.426954036487085,0.426954036487085,-0.004608517538520182,1.0309167337516068,1.4051455952258485,-0.004608517538520186,-0.014871468099725739
2025-09-26,0.01624925627239632,0.012671081897465028,0.426954036487085,0.426954036487085,0.006937685555412694,1.0380689098841884,1.4229503101408176,0.0,-0.0023888237924877447
2025-09-29,0.0028931176195413663,-0.0012647533007087923,0.426954036487085,0.426954036487085,0.001235228245695093,1.0393511619226552,1.4211506290393225,0.0,-0.0036505558204200984
2025-09-30,0.020964785175986097,0.018423467272265,0.426954036487085,0.426954036487085,0.008950999654971868,1.0486543938144195,1.4473331511423873,0.0,0.0
2025-10-01,0.003603578052340502,-4.7793332591114576e-05,0.426954036487085,0.426954036487085,0.0015385621952430453,1.0502678138206178,1.4472639782677246,0.0,-4.7793332591106174e-05
2025-10-02,-0.0006169769435290789,0.00062113522680705,0.426954036487085,0.426954036487085,-0.0002634207964592045,1.0499911514366058,1.4481629249071155,-0.00026342079645914055,0.0
2025-10-03,0.007807938161773968,0.0008115263273503842,0.426954036487085,0.426954036487085,0.0033336307148109463,1.0534914341893145,1.4493381472469706,0.0,0.0
2025-10-06,0.011290547490919924,0.01421491833132887,0.426954036487085,0.426954036487085,0.0048205448253973915,1.0585698368709962,1.469940370644566,0.0,0.0
2025-10-07,-0.0027912809054482855,0.0019271477178954765,0.426954036487085,0.426954036487085,-0.001191748649550471,1.0573082876974502,1.472773162875296,-0.0011917486495505241,0.0
2025-10-08,0.007238289293351194,0.010277533640345638,0.426954036487085,0.426954036487085,0.0030904168310575426,1.060575811025367,1.487909638601345,0.0,0.0
2025-10-09,-0.01933128445466694,-0.018386973902719907,0.426954036487085,0.426954036487085,-0.008253569928400088,1.0518222744046994,1.4605514829067767,-0.008253569928400055,-0.01838697390271991
2025-10-10,-0.020754445260251074,-0.02492466414049665,0.426954036487085,0.426954036487085,-0.008861194178914445,1.042501872989492,1.4241477277354209,-0.017041627621509736,-0.04285334889413126
2025-10-13,-0.00014179888743228505,0.014837928537937868,0.426954036487085,0.426954036487085,-6.054160735859189e-05,1.0424387582504269,1.4452791299470256,-0.01710113750134005,-0.028651275284695882
2025-10-14,0.008427477494621692,0.007764318635383963,0.426954036487085,0.426954036487085,0.0035981455337327976,1.0461896046126156,1.4565007376290047,-0.013564524349129489,-0.02110941427993247
2025-10-15,-0.015576901127644215,-0.014674162333641534,0.426954036487085,0.426954036487085,-0.006650620812407924,1.039231794254454,1.435127809365968,-0.02012493265359076,-0.035473813641662154
2025-10-16,-0.006155323803870629,-0.006909357170027467,0.44983022179782123,0.44983022179782123,-0.0027688506719325337,1.0363543166026388,1.4252119987464194,-0.022838060392222928,-0.042138069563056484
2025-10-17,0.0003834604317800361,-0.00155280023237852,0.45848668184558883,0.45848668184558883,0.00017581150098590554,1.036536519610594,1.4229989292235774,-0.022666264084914085,-0.04362543779122541
2025-10-20,0.021555071933914902,0.017712426226813658,0.7406396510430475,0.7406396510430475,0.01596454095534252,1.0530843493296256,1.4482036927782846,-0.00706357963085974,-0.026685723912901416
